20,"{'mixes', 'hand soap', 'vegetables', 'butter', 'beef', 'juice', 'paper towels', 'poultry', 'laundry detergent', 'sandwich loaves', 'tortillas', 'cheeses', 'shampoo', 'yogurt', 'aluminum foil', 'sugar', 'coffee/tea', 'soap', 'soda', 'toilet paper', 'dishwashing liquid/detergent', 'ketchup', 'individual meals'}"
21,"{'bagels', 'waffles', 'mixes', 'all- purpose', 'pork', 'fruits', 'juice'}"
22,"{'bagels', 'sugar', 'vegetables', 'cheeses', 'cereals', 'soda'}"
23,"{'bagels', 'milk', 'mixes', 'all- purpose', 'vegetables', 'poultry', 'lunch meat', 'cheeses', 'pasta', 'shampoo', 'yogurt', 'waffles', 'aluminum foil', 'coffee/tea', 'cereals', 'flour', 'soda', 'toilet paper', 'dishwashing liquid/detergent'}"
24,"{'bagels', 'spaghetti sauce', 'all- purpose', 'fruits', 'hand soap', 'vegetables', 'butter', 'juice', 'paper towels', 'poultry', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'ice cream', 'waffles', 'coffee/tea', 'soap', 'ketchup', 'sandwich bags', 'individual meals'}"
25,"{'bagels', 'yogurt', 'ice cream', 'all- purpose', 'pork', 'dishwashing liquid/detergent', 'fruits', 'sugar', 'sandwich loaves', 'lunch meat', 'tortillas', 'vegetables', 'pasta', 'juice'}"
26,"{'bagels', 'mixes', 'fruits', 'hand soap', 'vegetables', 'butter', 'beef', 'juice', 'paper towels', 'poultry', 'sandwich loaves', 'lunch meat', 'tortillas', 'shampoo', 'yogurt', 'aluminum foil', 'sugar', 'coffee/tea', 'cereals', 'flour', 'soda', 'dinner rolls', 'individual meals'}"
27,"{'milk', 'mixes', 'all- purpose', 'fruits', 'vegetables', 'butter', 'paper towels', 'poultry', 'laundry detergent', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'shampoo', 'ice cream', 'waffles', 'pork', 'sugar', 'dinner rolls', 'soda', 'sandwich bags'}"
28,"{'bagels', 'mixes', 'all- purpose', 'butter', 'juice', 'poultry', 'lunch meat', 'tortillas', 'pasta', 'shampoo', 'waffles', 'pork', 'sugar', 'soap', 'cereals', 'soda', 'toilet paper', 'eggs', 'ketchup', 'individual meals'}"
29,"{'yogurt', 'spaghetti sauce', 'all- purpose', 'pork', 'sandwich loaves', 'vegetables', 'dinner rolls', 'butter', 'pasta', 'juice'}"
30,"{'toilet paper', 'bagels', 'sandwich loaves', 'cheeses', 'flour'}"
31,"{'spaghetti sauce', 'hand soap', 'vegetables', 'juice', 'paper towels', 'laundry detergent', 'lunch meat', 'pasta', 'shampoo', 'yogurt', 'ice cream', 'aluminum foil', 'waffles', 'cereals', 'soda', 'dinner rolls', 'toilet paper', 'eggs', 'individual meals'}"
32,"{'yogurt', 'ice cream', 'aluminum foil', 'eggs', 'paper towels', 'cheeses', 'soda', 'ketchup', 'sugar', 'sandwich loaves', 'lunch meat', 'vegetables', 'individual meals', 'soap', 'beef', 'dinner rolls'}"
33,"{'yogurt', 'aluminum foil', 'mixes', 'all- purpose', 'pork', 'paper towels', 'poultry', 'ketchup', 'sandwich bags', 'sandwich loaves', 'coffee/tea', 'vegetables', 'individual meals', 'soap', 'pasta', 'flour', 'soda'}"
34,"{'yogurt', 'beef', 'ice cream', 'mixes', 'spaghetti sauce', 'cheeses', 'eggs', 'hand soap', 'lunch meat', 'soap', 'vegetables', 'tortillas', 'coffee/tea', 'soda'}"
35,"{'bagels', 'yogurt', 'aluminum foil', 'mixes', 'milk', 'spaghetti sauce', 'pork', 'eggs', 'laundry detergent', 'sandwich loaves', 'individual meals', 'cheeses', 'cereals', 'juice'}"
36,"{'yogurt', 'spaghetti sauce', 'dinner rolls', 'paper towels', 'pork', 'all- purpose', 'laundry detergent', 'hand soap', 'ketchup', 'sandwich bags', 'sugar', 'lunch meat', 'soap', 'vegetables', 'butter', 'flour', 'juice', 'shampoo'}"
37,"{'mixes', 'fruits', 'hand soap', 'sugar', 'lunch meat', 'vegetables', 'pasta', 'shampoo', 'dinner rolls'}"
38,"{'spaghetti sauce', 'fruits', 'hand soap', 'vegetables', 'butter', 'juice', 'poultry', 'laundry detergent', 'lunch meat', 'tortillas', 'pasta', 'aluminum foil', 'pork', 'coffee/tea', 'cereals', 'soda', 'dinner rolls', 'toilet paper', 'eggs', 'individual meals'}"
39,"{'yogurt', 'waffles', 'aluminum foil', 'milk', 'eggs', 'all- purpose', 'cheeses', 'mixes', 'pork', 'hand soap', 'ketchup', 'sandwich bags', 'coffee/tea', 'tortillas', 'vegetables', 'butter', 'beef', 'dinner rolls'}"
40,"{'ice cream', 'mixes', 'poultry', 'hand soap', 'sandwich bags', 'sandwich loaves', 'coffee/tea', 'beef', 'shampoo'}"
41,"{'toilet paper', 'milk', 'spaghetti sauce', 'poultry', 'fruits', 'hand soap', 'sugar', 'coffee/tea', 'tortillas', 'individual meals', 'lunch meat', 'cheeses', 'flour', 'soda'}"
42,"{'bagels', 'mixes', 'spaghetti sauce', 'vegetables', 'beef', 'juice', 'paper towels', 'sandwich loaves', 'tortillas', 'cheeses', 'pasta', 'shampoo', 'waffles', 'aluminum foil', 'ice cream', 'sugar', 'cereals', 'dinner rolls', 'individual meals'}"
43,"{'mixes', 'milk', 'vegetables', 'butter', 'juice', 'poultry', 'laundry detergent', 'sandwich loaves', 'tortillas', 'cheeses', 'shampoo', 'coffee/tea', 'soap', 'cereals', 'flour', 'dinner rolls', 'toilet paper', 'dishwashing liquid/detergent', 'ketchup'}"
44,"{'flour', 'waffles', 'aluminum foil', 'spaghetti sauce', 'dishwashing liquid/detergent', 'poultry', 'laundry detergent', 'hand soap', 'lunch meat', 'vegetables', 'juice', 'butter', 'cheeses', 'cereals', 'shampoo', 'soda'}"
45,"{'toilet paper', 'yogurt', 'waffles', 'spaghetti sauce', 'all- purpose', 'pork', 'eggs', 'laundry detergent', 'coffee/tea', 'vegetables', 'butter', 'beef', 'cereals', 'soda'}"
46,"{'milk', 'spaghetti sauce', 'fruits', 'hand soap', 'beef', 'paper towels', 'poultry', 'tortillas', 'cheeses', 'ice cream', 'waffles', 'sugar', 'soap', 'soda', 'dinner rolls', 'toilet paper', 'eggs', 'ketchup', 'sandwich bags'}"
47,"{'all- purpose', 'fruits', 'vegetables', 'butter', 'beef', 'paper towels', 'poultry', 'laundry detergent', 'sandwich loaves', 'lunch meat', 'cheeses', 'shampoo', 'waffles', 'aluminum foil', 'ice cream', 'sugar', 'soap', 'flour', 'soda', 'dishwashing liquid/detergent', 'ketchup'}"
48,"{'mixes', 'spaghetti sauce', 'laundry detergent', 'hand soap', 'fruits', 'ketchup', 'coffee/tea', 'cereals', 'individual meals', 'vegetables', 'beef', 'pasta', 'flour', 'soap'}"
49,"{'bagels', 'ice cream', 'aluminum foil', 'waffles', 'all- purpose', 'pork', 'laundry detergent', 'fruits', 'sandwich bags', 'sandwich loaves', 'lunch meat', 'vegetables', 'beef', 'shampoo'}"
50,"{'aluminum foil', 'mixes', 'eggs', 'pork', 'ketchup', 'sugar', 'vegetables', 'beef', 'cereals', 'flour', 'soda'}"
51,"{'yogurt', 'aluminum foil', 'mixes', 'eggs', 'paper towels', 'dishwashing liquid/detergent', 'poultry', 'sandwich bags', 'sugar', 'sandwich loaves', 'coffee/tea', 'tortillas', 'vegetables', 'butter', 'pasta', 'flour', 'soda', 'shampoo'}"
52,"{'beef', 'ice cream', 'mixes', 'all- purpose', 'pork', 'dishwashing liquid/detergent', 'poultry', 'hand soap', 'ketchup', 'sandwich loaves', 'butter', 'cheeses', 'cereals', 'dinner rolls'}"
53,"{'toilet paper', 'bagels', 'ice cream', 'aluminum foil', 'milk', 'spaghetti sauce', 'dinner rolls', 'poultry', 'laundry detergent', 'fruits', 'sugar', 'lunch meat', 'vegetables', 'tortillas', 'butter', 'flour', 'soda'}"
54,"{'waffles', 'aluminum foil', 'mixes', 'dinner rolls', 'paper towels', 'eggs', 'soda', 'ketchup', 'sugar', 'coffee/tea', 'vegetables', 'tortillas', 'butter', 'soap', 'pasta', 'shampoo', 'juice'}"
55,"{'yogurt', 'ice cream', 'eggs', 'cheeses', 'dinner rolls', 'dishwashing liquid/detergent', 'paper towels', 'fruits', 'poultry', 'lunch meat', 'tortillas', 'vegetables', 'coffee/tea', 'beef', 'pasta', 'flour', 'soda'}"
56,"{'toilet paper', 'yogurt', 'flour', 'ice cream', 'waffles', 'eggs', 'pork', 'poultry', 'fruits', 'hand soap', 'ketchup', 'sugar', 'juice', 'dinner rolls', 'beef', 'shampoo', 'soda'}"
57,"{'mixes', 'spaghetti sauce', 'all- purpose', 'fruits', 'hand soap', 'vegetables', 'juice', 'laundry detergent', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'shampoo', 'waffles', 'ice cream', 'soap', 'cereals', 'flour', 'soda', 'dishwashing liquid/detergent', 'ketchup', 'individual meals'}"
58,"{'bagels', 'milk', 'spaghetti sauce', 'all- purpose', 'fruits', 'vegetables', 'beef', 'paper towels', 'poultry', 'lunch meat', 'tortillas', 'pasta', 'shampoo', 'ice cream', 'aluminum foil', 'sugar', 'coffee/tea', 'soap', 'toilet paper', 'eggs', 'dishwashing liquid/detergent', 'sandwich bags', 'individual meals'}"
59,"{'ice cream', 'waffles', 'milk', 'spaghetti sauce', 'all- purpose', 'aluminum foil', 'poultry', 'laundry detergent', 'hand soap', 'sandwich bags', 'sandwich loaves', 'lunch meat', 'soap', 'vegetables', 'cereals', 'dinner rolls'}"
60,"{'aluminum foil', 'milk', 'pork', 'poultry', 'laundry detergent', 'cheeses', 'cereals', 'flour'}"
61,"{'toilet paper', 'fruits', 'juice', 'all- purpose'}"
62,"{'waffles', 'ice cream', 'spaghetti sauce', 'cheeses', 'laundry detergent', 'fruits', 'hand soap', 'sandwich bags', 'pasta', 'sandwich loaves', 'tortillas', 'vegetables', 'soap', 'beef', 'cereals', 'shampoo', 'soda'}"
63,"{'toilet paper', 'yogurt', 'ice cream', 'aluminum foil', 'waffles', 'eggs', 'all- purpose', 'pork', 'soda', 'ketchup', 'sandwich bags', 'coffee/tea', 'juice'}"
64,"{'bagels', 'ice cream', 'aluminum foil', 'milk', 'all- purpose', 'poultry', 'ketchup', 'sandwich bags', 'sandwich loaves', 'vegetables', 'individual meals', 'butter', 'cheeses', 'flour', 'soda'}"
65,"{'toilet paper', 'mixes', 'milk', 'paper towels', 'eggs', 'hand soap', 'pasta', 'lunch meat', 'butter', 'beef', 'cereals', 'shampoo'}"
66,"{'beef', 'mixes', 'poultry', 'fruits', 'hand soap', 'laundry detergent', 'ketchup', 'sugar', 'sandwich loaves', 'lunch meat', 'vegetables', 'individual meals', 'cheeses', 'cereals', 'shampoo'}"
67,"{'bagels', 'mixes', 'spaghetti sauce', 'all- purpose', 'hand soap', 'paper towels', 'poultry', 'sandwich loaves', 'cheeses', 'pasta', 'shampoo', 'yogurt', 'sugar', 'coffee/tea', 'cereals', 'flour', 'dinner rolls', 'dishwashing liquid/detergent', 'individual meals'}"
68,"{'bagels', 'all- purpose', 'fruits', 'vegetables', 'juice', 'paper towels', 'sandwich loaves', 'lunch meat', 'cheeses', 'shampoo', 'yogurt', 'ice cream', 'waffles', 'sugar', 'cereals', 'flour', 'eggs', 'dishwashing liquid/detergent', 'sandwich bags', 'individual meals'}"
69,"{'yogurt', 'milk', 'dishwashing liquid/detergent', 'laundry detergent', 'sugar', 'vegetables', 'cereals', 'juice'}"
70,"{'pork', 'poultry', 'ketchup', 'vegetables', 'soda'}"
71,"{'toilet paper', 'bagels', 'eggs', 'all- purpose', 'fruits', 'sugar', 'vegetables', 'tortillas', 'butter', 'cheeses', 'pasta', 'shampoo', 'juice'}"
72,"{'waffles', 'all- purpose', 'dishwashing liquid/detergent', 'fruits', 'hand soap', 'ketchup', 'sandwich bags', 'sugar', 'vegetables', 'butter', 'beef', 'pasta'}"
73,"{'toilet paper', 'bagels', 'ice cream', 'aluminum foil', 'milk', 'spaghetti sauce', 'mixes', 'pork', 'dishwashing liquid/detergent', 'laundry detergent', 'hand soap', 'ketchup', 'coffee/tea', 'vegetables', 'butter', 'cereals', 'juice'}"
74,"{'bagels', 'mixes', 'milk', 'all- purpose', 'fruits', 'vegetables', 'beef', 'juice', 'poultry', 'sandwich loaves', 'cheeses', 'shampoo', 'yogurt', 'ice cream', 'aluminum foil', 'pork', 'coffee/tea', 'dinner rolls', 'ketchup', 'sandwich bags'}"
75,"{'paper towels', 'lunch meat', 'coffee/tea', 'individual meals', 'butter', 'pasta', 'juice'}"
76,"{'bagels', 'milk', 'spaghetti sauce', 'fruits', 'vegetables', 'beef', 'paper towels', 'laundry detergent', 'tortillas', 'yogurt', 'waffles', 'coffee/tea', 'soap', 'dinner rolls', 'toilet paper', 'eggs', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags'}"
77,"{'ice cream', 'mixes', 'all- purpose', 'dishwashing liquid/detergent', 'fruits', 'hand soap', 'ketchup', 'sugar', 'lunch meat', 'cereals'}"
78,"{'bagels', 'ice cream', 'mixes', 'dishwashing liquid/detergent', 'fruits', 'individual meals', 'butter', 'beef'}"
79,"{'toilet paper', 'waffles', 'spaghetti sauce', 'poultry', 'laundry detergent', 'sandwich loaves', 'lunch meat', 'individual meals', 'butter', 'cheeses', 'juice'}"
80,"{'spaghetti sauce', 'all- purpose', 'fruits', 'vegetables', 'butter', 'beef', 'paper towels', 'poultry', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'shampoo', 'waffles', 'pork', 'soap', 'dinner rolls', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags', 'individual meals'}"
81,"{'yogurt', 'bagels', 'aluminum foil', 'milk', 'eggs', 'paper towels', 'dishwashing liquid/detergent', 'fruits', 'ketchup', 'vegetables', 'soda'}"
82,"{'bagels', 'milk', 'spaghetti sauce', 'mixes', 'fruits', 'beef', 'juice', 'sandwich loaves', 'tortillas', 'cheeses', 'pasta', 'waffles', 'pork', 'soap', 'flour', 'soda', 'toilet paper', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags'}"
83,"{'toilet paper', 'waffles', 'all- purpose', 'pork', 'paper towels', 'sandwich bags', 'coffee/tea', 'vegetables', 'individual meals', 'beef', 'cereals', 'shampoo', 'juice'}"
84,"{'bagels', 'aluminum foil', 'individual meals', 'hand soap', 'sandwich loaves', 'soap', 'tortillas', 'butter', 'cheeses', 'flour'}"
85,"{'toilet paper', 'bagels', 'waffles', 'aluminum foil', 'mixes', 'eggs', 'paper towels', 'pork', 'dishwashing liquid/detergent', 'poultry', 'fruits', 'hand soap', 'ketchup', 'sandwich bags', 'coffee/tea', 'vegetables', 'tortillas', 'beef'}"
86,"{'yogurt', 'ice cream', 'milk', 'all- purpose', 'pork', 'ketchup', 'sandwich loaves', 'coffee/tea', 'vegetables', 'butter', 'beef', 'pasta', 'shampoo'}"
87,"{'milk', 'eggs', 'spaghetti sauce', 'dishwashing liquid/detergent', 'poultry', 'ketchup', 'sandwich bags', 'sandwich loaves', 'lunch meat', 'vegetables', 'individual meals', 'tortillas', 'beef', 'cereals', 'shampoo'}"
88,"{'beef', 'spaghetti sauce', 'dishwashing liquid/detergent', 'poultry', 'fruits', 'hand soap', 'sugar', 'lunch meat', 'vegetables', 'individual meals', 'coffee/tea', 'cheeses', 'pasta', 'cereals', 'tortillas'}"
89,"{'aluminum foil', 'eggs', 'paper towels', 'dishwashing liquid/detergent', 'laundry detergent', 'soda', 'soap', 'beef', 'juice'}"
90,"{'aluminum foil', 'paper towels', 'individual meals', 'beef', 'pasta'}"
91,"{'ice cream', 'mixes', 'all- purpose', 'dishwashing liquid/detergent', 'sugar', 'sandwich loaves', 'coffee/tea', 'lunch meat', 'tortillas', 'vegetables', 'cereals', 'dinner rolls'}"
92,"{'bagels', 'yogurt', 'ice cream', 'spaghetti sauce', 'ketchup', 'sandwich bags', 'coffee/tea', 'soap', 'vegetables', 'shampoo', 'juice'}"
93,"{'toilet paper', 'bagels', 'waffles', 'eggs', 'poultry', 'lunch meat', 'vegetables', 'dinner rolls', 'butter', 'beef', 'shampoo', 'soda'}"
94,"{'mixes', 'spaghetti sauce', 'vegetables', 'butter', 'beef', 'paper towels', 'poultry', 'tortillas', 'waffles', 'ice cream', 'pork', 'sugar', 'soap', 'flour', 'soda', 'toilet paper', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags', 'individual meals'}"
95,"{'mixes', 'milk', 'all- purpose', 'hand soap', 'vegetables', 'beef', 'juice', 'poultry', 'laundry detergent', 'lunch meat', 'tortillas', 'cheeses', 'pasta', 'shampoo', 'yogurt', 'pork', 'sugar', 'coffee/tea', 'soap', 'flour', 'dinner rolls', 'eggs', 'ketchup', 'sandwich bags', 'individual meals'}"
96,"{'pork', 'tortillas', 'milk', 'soap'}"
97,"{'milk', 'paper towels', 'fruits', 'hand soap', 'sugar', 'individual meals', 'soda'}"
98,"{'bagels', 'aluminum foil', 'pork', 'fruits', 'coffee/tea', 'vegetables', 'cheeses', 'soda'}"
99,"{'bagels', 'all- purpose', 'vegetables', 'juice', 'paper towels', 'laundry detergent', 'tortillas', 'cheeses', 'pasta', 'yogurt', 'waffles', 'aluminum foil', 'ice cream', 'dinner rolls', 'toilet paper', 'eggs', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags'}"
100,"{'toilet paper', 'bagels', 'mixes', 'eggs', 'paper towels', 'dinner rolls', 'tortillas', 'vegetables', 'cereals', 'soda'}"
101,"{'yogurt', 'beef', 'ice cream', 'waffles', 'milk', 'mixes', 'paper towels', 'poultry', 'lunch meat', 'vegetables', 'coffee/tea', 'butter', 'cheeses', 'cereals'}"
102,"{'toilet paper', 'pork', 'poultry', 'sandwich loaves', 'lunch meat', 'vegetables', 'soap', 'butter', 'cereals', 'flour'}"
103,"{'bagels', 'all- purpose', 'sandwich bags', 'lunch meat', 'coffee/tea', 'flour', 'shampoo'}"
104,"{'bagels', 'mixes', 'spaghetti sauce', 'all- purpose', 'milk', 'hand soap', 'vegetables', 'juice', 'paper towels', 'sandwich loaves', 'lunch meat', 'cheeses', 'yogurt', 'aluminum foil', 'pork', 'sugar', 'coffee/tea', 'soap', 'flour', 'toilet paper', 'eggs', 'dishwashing liquid/detergent', 'ketchup', 'individual meals'}"
105,"{'bagels', 'waffles', 'aluminum foil', 'milk', 'eggs', 'mixes', 'pork', 'dishwashing liquid/detergent', 'ketchup', 'pasta', 'soap', 'individual meals', 'vegetables', 'beef', 'cereals', 'shampoo', 'soda'}"
106,"{'bagels', 'milk', 'spaghetti sauce', 'mixes', 'hand soap', 'vegetables', 'lunch meat', 'tortillas', 'cheeses', 'pasta', 'shampoo', 'yogurt', 'ice cream', 'aluminum foil', 'waffles', 'pork', 'sugar', 'coffee/tea', 'soap', 'cereals', 'soda', 'sandwich bags'}"
107,"{'bagels', 'spaghetti sauce', 'all- purpose', 'fruits', 'vegetables', 'butter', 'beef', 'juice', 'sandwich loaves', 'lunch meat', 'tortillas', 'cheeses', 'shampoo', 'waffles', 'ice cream', 'pork', 'flour', 'dishwashing liquid/detergent', 'ketchup'}"
108,"{'bagels', 'mixes', 'all- purpose', 'paper towels', 'dishwashing liquid/detergent', 'poultry', 'hand soap', 'sugar', 'lunch meat', 'tortillas', 'coffee/tea', 'cereals', 'vegetables', 'pasta'}"
109,"{'toilet paper', 'mixes', 'spaghetti sauce', 'all- purpose', 'pork', 'poultry', 'hand soap', 'lunch meat', 'vegetables', 'individual meals', 'tortillas', 'pasta', 'juice'}"
110,"{'toilet paper', 'yogurt', 'waffles', 'mixes', 'eggs', 'pork', 'dishwashing liquid/detergent', 'poultry', 'laundry detergent', 'ketchup', 'sandwich bags', 'lunch meat', 'vegetables', 'cereals', 'flour'}"
111,"{'bagels', 'waffles', 'mixes', 'pork', 'dishwashing liquid/detergent', 'poultry', 'fruits', 'hand soap', 'sugar', 'coffee/tea', 'vegetables', 'dinner rolls', 'beef', 'flour', 'soda'}"
112,"{'bagels', 'milk', 'all- purpose', 'fruits', 'hand soap', 'vegetables', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'yogurt', 'aluminum foil', 'pork', 'sugar', 'coffee/tea', 'soap', 'cereals', 'flour', 'toilet paper', 'eggs', 'ketchup'}"
113,"{'waffles', 'aluminum foil', 'spaghetti sauce', 'paper towels', 'all- purpose', 'dishwashing liquid/detergent', 'ketchup', 'sandwich bags', 'sandwich loaves', 'vegetables', 'dinner rolls', 'pasta', 'shampoo', 'soda'}"
114,"{'bagels', 'mixes', 'spaghetti sauce', 'fruits', 'hand soap', 'vegetables', 'beef', 'juice', 'poultry', 'laundry detergent', 'sandwich loaves', 'lunch meat', 'cheeses', 'pasta', 'shampoo', 'waffles', 'ice cream', 'dinner rolls', 'toilet paper', 'dishwashing liquid/detergent', 'ketchup', 'individual meals'}"
115,"{'bagels', 'eggs', 'dishwashing liquid/detergent', 'laundry detergent', 'hand soap', 'coffee/tea', 'cheeses'}"
116,"{'toilet paper', 'flour', 'ice cream', 'milk', 'pork', 'laundry detergent', 'sugar', 'vegetables', 'cereals', 'shampoo', 'dinner rolls'}"
117,"{'bagels', 'beef', 'waffles', 'ice cream', 'milk', 'pork', 'fruits', 'ketchup', 'sandwich bags', 'sugar', 'cereals', 'vegetables', 'cheeses', 'pasta', 'flour', 'soda'}"
118,"{'bagels', 'milk', 'spaghetti sauce', 'all- purpose', 'fruits', 'hand soap', 'vegetables', 'beef', 'poultry', 'laundry detergent', 'cheeses', 'pasta', 'aluminum foil', 'pork', 'soap', 'flour', 'dinner rolls', 'soda', 'dishwashing liquid/detergent'}"
119,"{'mixes', 'hand soap', 'vegetables', 'butter', 'beef', 'juice', 'paper towels', 'sandwich loaves', 'lunch meat', 'tortillas', 'cheeses', 'shampoo', 'yogurt', 'ice cream', 'waffles', 'pork', 'coffee/tea', 'cereals', 'flour', 'toilet paper', 'ketchup'}"
120,"{'bagels', 'spaghetti sauce', 'paper towels', 'sugar', 'sandwich loaves', 'vegetables', 'shampoo'}"
121,"{'toilet paper', 'yogurt', 'waffles', 'aluminum foil', 'eggs', 'all- purpose', 'spaghetti sauce', 'laundry detergent', 'hand soap', 'fruits', 'sandwich bags', 'sugar', 'butter', 'beef', 'flour'}"
122,"{'waffles', 'aluminum foil', 'mixes', 'spaghetti sauce', 'all- purpose', 'pork', 'lunch meat', 'tortillas', 'vegetables', 'soap', 'cheeses', 'cereals', 'flour', 'juice'}"
123,"{'bagels', 'mixes', 'spaghetti sauce', 'all- purpose', 'vegetables', 'beef', 'paper towels', 'cheeses', 'shampoo', 'waffles', 'pork', 'sugar', 'coffee/tea', 'soap', 'flour', 'soda', 'toilet paper', 'eggs', 'dishwashing liquid/detergent', 'individual meals'}"
124,"{'toilet paper', 'yogurt', 'bagels', 'ice cream', 'milk', 'eggs', 'all- purpose', 'paper towels', 'pork', 'poultry', 'hand soap', 'sugar', 'coffee/tea', 'tortillas', 'cheeses', 'pasta'}"
125,"{'yogurt', 'beef', 'mixes', 'spaghetti sauce', 'eggs', 'dinner rolls', 'pork', 'laundry detergent', 'sandwich bags', 'tortillas', 'vegetables', 'soap', 'cheeses', 'shampoo', 'juice'}"
126,"{'eggs', 'spaghetti sauce', 'pork', 'fruits', 'sandwich loaves', 'vegetables', 'cereals', 'flour', 'dinner rolls'}"
127,"{'toilet paper', 'bagels', 'eggs', 'all- purpose', 'dinner rolls', 'dishwashing liquid/detergent', 'poultry', 'fruits', 'sugar', 'coffee/tea', 'soap', 'vegetables', 'butter', 'beef', 'pasta', 'tortillas', 'soda', 'cereals'}"
